name,cn,attach
cbc extra,http://iptv.ndasat.com:88/live///410.ts,Arabic
CBC Sofra,http://iptv.ndasat.com:88/live///412.ts,Arabic
Chris-Nour kids,http://iptv.ndasat.com:88/live///3393.ts,Arabic
Chris-Nour Koddas,http://iptv.ndasat.com:88/live///3392.ts,Arabic
Chris-Nour Sharq,http://iptv.ndasat.com:88/live///3394.ts,Arabic
Chris-Noursat,http://iptv.ndasat.com:88/live///3391.ts,Arabic
Chris-Sat7,http://iptv.ndasat.com:88/live///3386.ts,Arabic
Chris-Sat7Kids,http://iptv.ndasat.com:88/live///3385.ts,Arabic
Cima,http://iptv.ndasat.com:88/live///860.ts,Arabic
Cinema Pro,http://iptv.ndasat.com:88/live///1449.ts,Arabic
Dream,http://iptv.ndasat.com:88/live///625.ts,Arabic
Dubai,http://iptv.ndasat.com:88/live///629.ts,Arabic
Dubai Zaman,http://iptv.ndasat.com:88/live///861.ts,Arabic
DubaiOne,http://iptv.ndasat.com:88/live///628.ts,Arabic
DW Arabia,http://iptv.ndasat.com:88/live///874.ts,Arabic
El Beit Beitak,http://iptv.ndasat.com:88/live///1516.ts,Arabic
EL Shar9ia min Kalbaa,http://iptv.ndasat.com:88/live///1579.ts,Arabic
ELSharq,http://iptv.ndasat.com:88/live///986.ts,Arabic
Funoon,http://iptv.ndasat.com:88/live///862.ts,Arabic
Imagine-Movies,http://iptv.ndasat.com:88/live///1504.ts,Arabic
Iran-Al Alam,http://iptv.ndasat.com:88/live///858.ts,Arabic
Iran-Al Alnwar,http://iptv.ndasat.com:88/live///239.ts,Arabic
Iran-Al Kawthar,http://iptv.ndasat.com:88/live///1427.ts,Arabic
Iran-Al Maaref,http://iptv.ndasat.com:88/live///844.ts,Arabic
Iran-Taha ,http://iptv.ndasat.com:88/live///780.ts,Arabic
iraq-Afaq,http://iptv.ndasat.com:88/live///238.ts,Arabic
Iraq-Al Ghadeer,http://iptv.ndasat.com:88/live///824.ts,Arabic
iraq-AlHurrairaq,http://iptv.ndasat.com:88/live///635.ts,Arabic
Iraq-AlIraqiya,http://iptv.ndasat.com:88/live///828.ts,Arabic
Iraq-Almawseliya,http://iptv.atlasiptv.net:88/live///3709.ts,Arabic
Iraq-AlRafidain,http://iptv.ndasat.com:88/live///838.ts,Arabic
Iraq-Alrasheed,http://iptv.ndasat.com:88/live///846.ts,Arabic
Iraq-AlSharqiya,http://iptv.ndasat.com:88/live///839.ts,Arabic
Iraq-alsumaria,http://iptv.ndasat.com:88/live///847.ts,Arabic
Iraq-AlTurkumania,http://iptv.atlasiptv.net:88/live///3710.ts,Arabic
Iraq-Dijla,http://iptv.ndasat.com:88/live///240.ts,Arabic
Iraq-Hona Baghdad,http://iptv.ndasat.com:88/live///855.ts,Arabic
Islam-Ahl Al Quran,http://iptv.ndasat.com:88/live///1509.ts,Arabic
Islam-Al Rahma,http://iptv.ndasat.com:88/live///637.ts,Arabic
Islam-Al Rissalah,http://iptv.ndasat.com:88/live///460.ts,Arabic
Islam-Almajd,http://iptv.ndasat.com:88/live///459.ts,Arabic
Islam-Iqraa,http://iptv.ndasat.com:88/live///462.ts,Arabic
Islam-Majd3 Coran,http://iptv.ndasat.com:88/live///461.ts,Arabic
Islam-Mekkah,http://iptv.ndasat.com:88/live///1510.ts,Arabic
islam-Risalat al Islam,http://iptv.ndasat.com:88/live///3387.ts,Arabic
Islam-Safa,http://iptv.ndasat.com:88/live///995.ts,Arabic
Islam-Saudia Hadith,http://iptv.ndasat.com:88/live///985.ts,Arabic
Islam-Saudia Quran,http://iptv.ndasat.com:88/live///816.ts,Arabic
Islam-Wesal,http://iptv.ndasat.com:88/live///992.ts,Arabic
jor-A1 jordan,http://iptv.ndasat.com:88/live///1406.ts,Arabic
Jor-Al Ordon Al yawm,http://iptv.ndasat.com:88/live///3389.ts,Arabic
Jor-Alriadia,http://iptv.ndasat.com:88/live///1514.ts,Arabic
Jor-Zweinabladna,http://iptv.ndasat.com:88/live///1006.ts,Arabic
Jordan TV,http://iptv.ndasat.com:88/live///1478.ts,Arabic
Kids-Ajyal,http://iptv.ndasat.com:88/live///871.ts,Arabic
Kids-Baraem,http://iptv.ndasat.com:88/live///447.ts,Arabic
Kids-CNArabic,http://iptv.ndasat.com:88/live///532.ts,Arabic
Kids-Jeem,http://iptv.ndasat.com:88/live///587.ts,Arabic
Kids-Karameesh,http://iptv.ndasat.com:88/live///868.ts,Arabic
Kids-Majid,http://iptv.ndasat.com:88/live///987.ts,Arabic
Kids-MBC 3,http://iptv.ndasat.com:88/live///1424.ts,Arabic
Kids-Mickychannel,http://iptv.ndasat.com:88/live///1496.ts,Arabic
Kids-Modykids,http://iptv.ndasat.com:88/live///1500.ts,Arabic
Kids-Semsem,http://iptv.ndasat.com:88/live///879.ts,Arabic
Kids-SPACETOON,http://iptv.ndasat.com:88/live///534.ts,Arabic
Kids-Toyor Aljannah,http://iptv.ndasat.com:88/live///535.ts,Arabic
Kids-Toyor Baby,http://iptv.ndasat.com:88/live///586.ts,Arabic
KSA 1,http://iptv.ndasat.com:88/live///463.ts,Arabic
KSA2,http://iptv.ndasat.com:88/live///867.ts,Arabic
Kuwait,http://iptv.ndasat.com:88/live///634.ts,Arabic
Kuwait2,http://iptv.ndasat.com:88/live///1497.ts,Arabic
Kuwait3-Sport,http://iptv.ndasat.com:88/live///1476.ts,Arabic
kuwait4-Sport+,http://iptv.ndasat.com:88/live///1437.ts,Arabic
Kuwait5-Ethraa,http://iptv.ndasat.com:88/live///1432.ts,Arabic
Kuwait6-Alarabi,http://iptv.ndasat.com:88/live///1423.ts,Arabic
Lb-Al-ManarTV,http://iptv.ndasat.com:88/live///543.ts,Arabic
Lb-AlJadeed,http://iptv.ndasat.com:88/live///545.ts,Arabic
Lb-AlMayadeenTV,http://iptv.ndasat.com:88/live///544.ts,Arabic
Lb-Future,http://iptv.ndasat.com:88/live///542.ts,Arabic
LB-LBC,http://iptv.ndasat.com:88/live///591.ts,Arabic
Lb-Ldc,http://iptv.ndasat.com:88/live///549.ts,Arabic
Lb-MTVLebanon,http://iptv.ndasat.com:88/live///546.ts,Arabic
LB-NBN,http://iptv.ndasat.com:88/live///589.ts,Arabic
Lb-Otv,http://iptv.ndasat.com:88/live///547.ts,Arabic
Libya 218 News,http://iptv.ndasat.com:88/live///1429.ts,Arabic
Libya Ahrar,http://iptv.ndasat.com:88/live///1420.ts,Arabic
Libya One,http://iptv.ndasat.com:88/live///1421.ts,Arabic
Libya Panorama,http://iptv.ndasat.com:88/live///2126.ts,Arabic
LTC,http://iptv.ndasat.com:88/live///421.ts,Arabic
Masr Al balad,http://iptv.ndasat.com:88/live///420.ts,Arabic
Maurit-Mahdara,http://iptv.ndasat.com:88/live///1549.ts,Arabic
Maurit-Mourabitoun,http://iptv.ndasat.com:88/live///1553.ts,Arabic
Mauritania,http://iptv.ndasat.com:88/live///936.ts,Arabic
Mauritania2,http://iptv.ndasat.com:88/live///1580.ts,Arabic
MBC 1,http://iptv.ndasat.com:88/live///222.ts,Arabic
MBC 2,http://iptv.ndasat.com:88/live///223.ts,Arabic
MBC 4,http://iptv.ndasat.com:88/live///225.ts,Arabic
MBC Action,http://iptv.ndasat.com:88/live///226.ts,Arabic
MBC Bollywood,http://iptv.ndasat.com:88/live///230.ts,Arabic
MBC Drama,http://iptv.ndasat.com:88/live///228.ts,Arabic
MBC Masr,http://iptv.ndasat.com:88/live///227.ts,Arabic
MBC Masr2,http://iptv.ndasat.com:88/live///643.ts,Arabic
MBC Max,http://iptv.ndasat.com:88/live///229.ts,Arabic
Mekameleen,http://iptv.ndasat.com:88/live///1491.ts,Arabic
MelodyClassic,http://iptv.ndasat.com:88/live///616.ts,Arabic
Music-Aghani,http://iptv.ndasat.com:88/live///821.ts,Arabic
Music-Alhaneen,http://iptv.ndasat.com:88/live///624.ts,Arabic
Music-ArabicaTv,http://iptv.ndasat.com:88/live///617.ts,Arabic
Music-Mazzika,http://iptv.ndasat.com:88/live///873.ts,Arabic
Music-Wanasah,http://iptv.ndasat.com:88/live///882.ts,Arabic
Nat Geo AD,http://iptv.ndasat.com:88/live///464.ts,Arabic
News-AL Arabiya,http://iptv.ndasat.com:88/live///585.ts,Arabic
News-AlArabiaHadath,http://iptv.ndasat.com:88/live///636.ts,Arabic
News-AljazeeraMubasher,http://iptv.ndasat.com:88/live///852.ts,Arabic
News-BBCArabic,http://iptv.ndasat.com:88/live///638.ts,Arabic
News-Euro News,http://iptv.ndasat.com:88/live///872.ts,Arabic
News-France24Arabic,http://iptv.ndasat.com:88/live///639.ts,Arabic
News-JSC,http://iptv.ndasat.com:88/live///424.ts,Arabic
News-RussiaAlyaum,http://iptv.ndasat.com:88/live///614.ts,Arabic
News-SkyNews,http://iptv.ndasat.com:88/live///1499.ts,Arabic
Nile Cinema,http://iptv.ndasat.com:88/live///414.ts,Arabic
Nile Comedy,http://iptv.ndasat.com:88/live///415.ts,Arabic
Nile Drama,http://iptv.ndasat.com:88/live///416.ts,Arabic
Nile Life,http://iptv.ndasat.com:88/live///418.ts,Arabic
Nile Sport,http://iptv.ndasat.com:88/live///130.ts,Arabic
Nile TV,http://iptv.ndasat.com:88/live///413.ts,Arabic
Noordubai,http://iptv.ndasat.com:88/live///630.ts,Arabic
Oman Culture TV,http://iptv.ndasat.com:88/live///998.ts,Arabic
Oman Live Tv,http://iptv.ndasat.com:88/live///1002.ts,Arabic
oman Majan,http://iptv.ndasat.com:88/live///997.ts,Arabic
Oman Sport TV,http://iptv.ndasat.com:88/live///999.ts,Arabic
Oman tv,http://iptv.ndasat.com:88/live///1479.ts,Arabic
ON-Drama,http://iptv.ndasat.com:88/live///1493.ts,Arabic
ON-E,http://iptv.ndasat.com:88/live///857.ts,Arabic
Ontv,http://iptv.ndasat.com:88/live///548.ts,Arabic
Pal-Al Kofiya,http://iptv.ndasat.com:88/live///1576.ts,Arabic
Pal-Alaqsa,http://iptv.ndasat.com:88/live///815.ts,Arabic
Pal-Alquds,http://iptv.ndasat.com:88/live///853.ts,Arabic
Pal-An Najah_NBC,http://iptv.ndasat.com:88/live///834.ts,Arabic
Pal-Awdah,http://iptv.ndasat.com:88/live///1577.ts,Arabic
Pal-Falestinia,http://iptv.ndasat.com:88/live///1573.ts,Arabic
Pal-Ma an,http://iptv.ndasat.com:88/live///1575.ts,Arabic
Pal-Musawa,http://iptv.ndasat.com:88/live///1574.ts,Arabic
Palestine,http://iptv.ndasat.com:88/live///1494.ts,Arabic
Palestine live,http://iptv.ndasat.com:88/live///1495.ts,Arabic
Palestine Today,http://iptv.ndasat.com:88/live///875.ts,Arabic
Panorama Film,http://iptv.ndasat.com:88/live///1447.ts,Arabic
Panorama Food,http://iptv.ndasat.com:88/live///3390.ts,Arabic
PanoramaDrama,http://iptv.ndasat.com:88/live///621.ts,Arabic
PanoramaDrama2,http://iptv.ndasat.com:88/live///876.ts,Arabic
Qatar,http://iptv.ndasat.com:88/live///632.ts,Arabic
Qatar Today,http://iptv.ndasat.com:88/live///1565.ts,Arabic
Rotana Aflam,http://iptv.ndasat.com:88/live///1588.ts,Arabic
Rotana Cinema,http://iptv.ndasat.com:88/live///408.ts,Arabic
Rotana Classic,http://iptv.ndasat.com:88/live///404.ts,Arabic
Rotana Drama,http://iptv.ndasat.com:88/live///406.ts,Arabic
Rotana Khaligi,http://iptv.ndasat.com:88/live///405.ts,Arabic
Rotana Music,http://iptv.ndasat.com:88/live///407.ts,Arabic
RotanaClip,http://iptv.ndasat.com:88/live///642.ts,Arabic
Roya,http://iptv.ndasat.com:88/live///877.ts,Arabic
Sada Al Balad Drama,http://iptv.ndasat.com:88/live///1586.ts,Arabic
SadaAlBalad,http://iptv.ndasat.com:88/live///618.ts,Arabic
SamaDubai,http://iptv.ndasat.com:88/live///631.ts,Arabic
SBC ,http://iptv.atlasiptv.net:88/live///4757.ts,Arabic
Sharjah,http://iptv.ndasat.com:88/live///870.ts,Arabic
Souriya,http://iptv.atlasiptv.net:88/live///3711.ts,Arabic
Spo-AlkassTv1,http://iptv.ndasat.com:88/live///1438.ts,Arabic
Spo-AlkassTv2,http://iptv.ndasat.com:88/live///1439.ts,Arabic
Spo-DubaiSport,http://iptv.ndasat.com:88/live///842.ts,Arabic
SUDAN TV,http://iptv.ndasat.com:88/live///988.ts,Arabic
Sudan- Al khartoum,http://iptv.ndasat.com:88/live///1581.ts,Arabic
Sudan-BlueNile,http://iptv.ndasat.com:88/live///1433.ts,Arabic
Sudan-Chorouk,http://iptv.ndasat.com:88/live///1431.ts,Arabic
Sudan-Drama,http://iptv.ndasat.com:88/live///3383.ts,Arabic
Sudan-Omdurman,http://iptv.ndasat.com:88/live///1582.ts,Arabic
SYRIA,http://iptv.ndasat.com:88/live///588.ts,Arabic
Syria FM,http://iptv.ndasat.com:88/live///1489.ts,Arabic
Syria-AlEkhbaria,http://iptv.ndasat.com:88/live///826.ts,Arabic
Syria-Education,http://iptv.atlasiptv.net:88/live///3708.ts,Arabic
Syria-Halab Today,http://iptv.ndasat.com:88/live///881.ts,Arabic
Syria-Mara7,http://iptv.ndasat.com:88/live///767.ts,Arabic
Syria-NourElsham,http://iptv.ndasat.com:88/live///1488.ts,Arabic
Syria-ORIENT,http://iptv.ndasat.com:88/live///590.ts,Arabic
Syria-SamaTv,http://iptv.ndasat.com:88/live///935.ts,Arabic
Syria-ShamFM,http://iptv.ndasat.com:88/live///1426.ts,Arabic
SyriaDrama,http://iptv.ndasat.com:88/live///880.ts,Arabic
Tawazon,http://iptv.ndasat.com:88/live///1490.ts,Arabic
Ten,http://iptv.ndasat.com:88/live///866.ts,Arabic
Toktok Aflam,http://iptv.ndasat.com:88/live///1450.ts,Arabic
Trt Arabic,http://iptv.ndasat.com:88/live///1513.ts,Arabic
Yemen Shabab,http://iptv.ndasat.com:88/live///1428.ts,Arabic
Yemen-Al saeda ,http://iptv.ndasat.com:88/live///822.ts,Arabic
Yemen-Al Shar3ia,http://iptv.ndasat.com:88/live///1578.ts,Arabic
Yemen-AlGhad ALmoshreq,http://iptv.ndasat.com:88/live///825.ts,Arabic
Yemen-Belkis,http://iptv.ndasat.com:88/live///1480.ts,Arabic
Zee Aflam,http://iptv.ndasat.com:88/live///231.ts,Arabic
Zee Alwan,http://iptv.ndasat.com:88/live///423.ts,Arabic
jor-A1 jordan,http://iptv.ndasat.com:88/live///1406.ts,Sham
Jor-Al Ordon Al yawm,http://iptv.ndasat.com:88/live///3389.ts,Sham
Jor-Alriadia,http://iptv.ndasat.com:88/live///1514.ts,Sham
Jor-Zweinabladna,http://iptv.ndasat.com:88/live///1006.ts,Sham
Jordan TV,http://iptv.ndasat.com:88/live///1478.ts,Sham
Lb-Al Imane,http://iptv.ndasat.com:88/live///1515.ts,Sham
Lb-Al-ManarTV,http://iptv.ndasat.com:88/live///543.ts,Sham
Lb-AlJadeed,http://iptv.ndasat.com:88/live///545.ts,Sham
Lb-AlMayadeenTV,http://iptv.ndasat.com:88/live///544.ts,Sham
Lb-Future,http://iptv.ndasat.com:88/live///542.ts,Sham
LB-LBC,http://iptv.ndasat.com:88/live///591.ts,Sham
Lb-Ldc,http://iptv.ndasat.com:88/live///549.ts,Sham
Lb-MTVLebanon,http://iptv.ndasat.com:88/live///546.ts,Sham
LB-NBN,http://iptv.ndasat.com:88/live///589.ts,Sham
Lb-Otv,http://iptv.ndasat.com:88/live///547.ts,Sham
LB-TL,http://iptv.ndasat.com:88/live///856.ts,Sham
Pal-Al Kofiya,http://iptv.ndasat.com:88/live///1576.ts,Sham
Pal-Alaqsa,http://iptv.ndasat.com:88/live///815.ts,Sham
Pal-Alquds,http://iptv.ndasat.com:88/live///853.ts,Sham
Pal-An Najah_NBC,http://iptv.ndasat.com:88/live///834.ts,Sham
Pal-Awdah,http://iptv.ndasat.com:88/live///1577.ts,Sham
Pal-Falestinia,http://iptv.ndasat.com:88/live///1573.ts,Sham
Pal-Ma an,http://iptv.ndasat.com:88/live///1575.ts,Sham
Pal-Musawa,http://iptv.ndasat.com:88/live///1574.ts,Sham
Palestine,http://iptv.ndasat.com:88/live///1494.ts,Sham
Palestine live,http://iptv.ndasat.com:88/live///1495.ts,Sham
Palestine Today,http://iptv.ndasat.com:88/live///875.ts,Sham
Roya,http://iptv.ndasat.com:88/live///877.ts,Sham
Souriya,http://iptv.atlasiptv.net:88/live///3711.ts,Sham
SYRIA,http://iptv.ndasat.com:88/live///588.ts,Sham
Syria FM,http://iptv.ndasat.com:88/live///1489.ts,Sham
Syria-AlEkhbaria,http://iptv.ndasat.com:88/live///826.ts,Sham
Syria-Education,http://iptv.atlasiptv.net:88/live///3708.ts,Sham
Syria-Halab Today,http://iptv.ndasat.com:88/live///881.ts,Sham
Syria-I3mar,http://iptv.atlasiptv.net:88/live///4766.ts,Sham
Syria-Lana TV,http://iptv.atlasiptv.net:88/live///3045.ts,Sham
Syria-Mara7,http://iptv.ndasat.com:88/live///767.ts,Sham
Syria-NourElsham,http://iptv.ndasat.com:88/live///1488.ts,Sham
Syria-ORIENT,http://iptv.ndasat.com:88/live///590.ts,Sham
Syria-SamaTv,http://iptv.ndasat.com:88/live///935.ts,Sham
Syria-ShamFM,http://iptv.ndasat.com:88/live///1426.ts,Sham
Syria-Shamtv,http://iptv.atlasiptv.net:88/live///3046.ts,Sham
SyriaDrama,http://iptv.ndasat.com:88/live///880.ts,Sham
AD-Sports1,http://iptv.ndasat.com:88/live///128.ts,All Sports
AD-Sports2,http://iptv.ndasat.com:88/live///129.ts,All Sports
AD-Sports3,http://iptv.ndasat.com:88/live///1682.ts,All Sports
AD-Sports4,http://iptv.ndasat.com:88/live///1683.ts,All Sports
AD-Sports5,http://iptv.ndasat.com:88/live///2594.ts,All Sports
AD-Sports6,http://iptv.ndasat.com:88/live///2271.ts,All Sports
AL-Super Sport1,http://iptv.ndasat.com:88/live///110.ts,All Sports
AL-Super Sport2,http://iptv.ndasat.com:88/live///111.ts,All Sports
AL-Super Sport3,http://iptv.ndasat.com:88/live///112.ts,All Sports
AL-Super Sport4,http://iptv.ndasat.com:88/live///113.ts,All Sports
BE-Voo Sport 1,http://iptv.atlasiptv.net:88/live///2914.ts,All Sports
BE-Voo Sport 2,http://iptv.atlasiptv.net:88/live///2913.ts,All Sports
BG-Diema Sport 1 HD,http://iptv.atlasiptv.net:88/live///2912.ts,All Sports
BG-Diema Sport 2 HD,http://iptv.atlasiptv.net:88/live///2911.ts,All Sports
BR-SporTv,http://iptv.atlasiptv.net:88/live///2930.ts,All Sports
BR-SporTv2,http://iptv.atlasiptv.net:88/live///2929.ts,All Sports
BR-SporTv3,http://iptv.atlasiptv.net:88/live///2928.ts,All Sports
CZ-Nova Sport 1,http://iptv.atlasiptv.net:88/live///2909.ts,All Sports
CZ-Nova Sport 2,http://iptv.atlasiptv.net:88/live///2910.ts,All Sports
DE-ORF SPORT HD,http://iptv.atlasiptv.net:88/live///2920.ts,All Sports
EGY-DMCSports,http://iptv.ndasat.com:88/live///2408.ts,All Sports
EGY-ONSports,http://iptv.ndasat.com:88/live///2589.ts,All Sports
IL-Sport5,http://iptv.atlasiptv.net:88/live///2891.ts,All Sports
IL-YesSport1,http://iptv.atlasiptv.net:88/live///2893.ts,All Sports
IL-YesSport2,http://iptv.atlasiptv.net:88/live///2892.ts,All Sports
JP-Jay Sports 1,http://iptv.atlasiptv.net:88/live///2927.ts,All Sports
JP-Jay Sports 2,http://iptv.atlasiptv.net:88/live///2907.ts,All Sports
JP-Jay Sports 3,http://iptv.atlasiptv.net:88/live///2908.ts,All Sports
NTV-FOOTBALL-1,http://iptv.atlasiptv.net:88/live///3107.ts,All Sports
NTV-FOOTBALL-2,http://iptv.atlasiptv.net:88/live///3106.ts,All Sports
NTV-FOOTBALL-3,http://iptv.atlasiptv.net:88/live///3105.ts,All Sports
PT-Sport TV1,http://iptv.ndasat.com:88/live///64.ts,All Sports
PT-Sport TV2,http://iptv.ndasat.com:88/live///65.ts,All Sports
PT-Sport TV3,http://iptv.ndasat.com:88/live///66.ts,All Sports
PT-Sport TV4,http://iptv.ndasat.com:88/live///67.ts,All Sports
SLO-SPORT TV 1 HD,http://iptv.atlasiptv.net:88/live///2902.ts,All Sports
SLO-SPORT TV 2 HD,http://iptv.atlasiptv.net:88/live///2901.ts,All Sports
SLO-SPORT TV 3 HD,http://iptv.atlasiptv.net:88/live///2900.ts,All Sports
SLO-SPORTKLUB 1 HD,http://iptv.atlasiptv.net:88/live///2899.ts,All Sports
SLO-SPORTKLUB 2 HD,http://iptv.atlasiptv.net:88/live///2898.ts,All Sports
SLO-SPORTKLUB 3 HD,http://iptv.atlasiptv.net:88/live///2897.ts,All Sports
SPORT-ARENA 1 SRB,http://iptv.atlasiptv.net:88/live///2919.ts,All Sports
SPORT-ARENA 2 SRB,http://iptv.atlasiptv.net:88/live///2918.ts,All Sports
SPORT-ARENA 3 SRB,http://iptv.atlasiptv.net:88/live///2917.ts,All Sports
SPORT-ARENA 4 SRB,http://iptv.atlasiptv.net:88/live///2916.ts,All Sports
SPORT-ARENA 5 SRB,http://iptv.atlasiptv.net:88/live///2915.ts,All Sports
TH-T SPORTS 1 HD,http://iptv.atlasiptv.net:88/live///2896.ts,All Sports
TH-T SPORTS 2 HD,http://iptv.atlasiptv.net:88/live///2895.ts,All Sports
TH-T SPORTS 3 HD,http://iptv.atlasiptv.net:88/live///2894.ts,All Sports
UK-BT SPORT EXTRA 1,http://iptv.atlasiptv.net:88/live///2924.ts,All Sports
UK-BT SPORT EXTRA 2,http://iptv.atlasiptv.net:88/live///2923.ts,All Sports
UK-BT SPORT EXTRA 3,http://iptv.atlasiptv.net:88/live///2922.ts,All Sports
UK-BT SPORT EXTRA 4,http://iptv.atlasiptv.net:88/live///2921.ts,All Sports
UK-EIR Sport 1,http://iptv.atlasiptv.net:88/live///2926.ts,All Sports
UK-EIR SPORT 2 HD,http://iptv.atlasiptv.net:88/live///2925.ts,All Sports
UK-GK Sport HD,http://iptv.atlasiptv.net:88/live///2938.ts,All Sports
USA-AFN SPORTS,http://iptv.atlasiptv.net:88/live///2932.ts,All Sports
USA-AFN SPORTS 2,http://iptv.atlasiptv.net:88/live///2931.ts,All Sports
USA-AFN SPORTS HD,http://iptv.atlasiptv.net:88/live///2933.ts,All Sports
USA-Astro Supersport 1,http://iptv.atlasiptv.net:88/live///2937.ts,All Sports
USA-Astro Supersport 2,http://iptv.atlasiptv.net:88/live///2936.ts,All Sports
USA-Astro Supersport 3,http://iptv.atlasiptv.net:88/live///2935.ts,All Sports
USA-Astro Supersport 4,http://iptv.atlasiptv.net:88/live///2934.ts,All Sports
01-Das Erste,http://iptv.ndasat.com:88/live///262.ts,Germany
02-ZDF,http://iptv.ndasat.com:88/live///261.ts,Germany
03-ZDF Info,http://iptv.atlasiptv.net:88/live///3610.ts,Germany
04-ZDF Neo,http://iptv.ndasat.com:88/live///3420.ts,Germany
05-WDR,http://iptv.ndasat.com:88/live///247.ts,Germany
06-3Sat,http://iptv.ndasat.com:88/live///3419.ts,Germany
07-ARTE DE,http://iptv.ndasat.com:88/live///245.ts,Germany
08-N24,http://iptv.ndasat.com:88/live///273.ts,Germany
09-N-TV DE,http://iptv.ndasat.com:88/live///254.ts,Germany
10-NDR,http://iptv.ndasat.com:88/live///243.ts,Germany
11-DMAX DE,http://iptv.ndasat.com:88/live///241.ts,Germany
12-VOX,http://iptv.ndasat.com:88/live///253.ts,Germany
13-Kabel1,http://iptv.ndasat.com:88/live///274.ts,Germany
14-Sat1,http://iptv.ndasat.com:88/live///260.ts,Germany
15-Sat1 Gold,http://iptv.ndasat.com:88/live///3418.ts,Germany
16-ProSieben,http://iptv.ndasat.com:88/live///259.ts,Germany
17-ProSieben Maxx,http://iptv.ndasat.com:88/live///257.ts,Germany
18-RTL,http://iptv.ndasat.com:88/live///252.ts,Germany
19-RTL 2,http://iptv.ndasat.com:88/live///250.ts,Germany
20-RTL Passion,http://iptv.ndasat.com:88/live///3416.ts,Germany
21-RTL Crime,http://iptv.ndasat.com:88/live///3417.ts,Germany
22-RTL Nitro,http://iptv.ndasat.com:88/live///269.ts,Germany
23-Super RTL,http://iptv.ndasat.com:88/live///251.ts,Germany
24-Toggo Plus,http://iptv.ndasat.com:88/live///3443.ts,Germany
25-Boomerang DE,http://iptv.ndasat.com:88/live///3440.ts,Germany
26-KIKA,http://iptv.ndasat.com:88/live///258.ts,Germany
27-Junior DE,http://iptv.ndasat.com:88/live///3444.ts,Germany
28-Disney Junior DE,http://iptv.ndasat.com:88/live///933.ts,Germany
29-Disney XD DE,http://iptv.ndasat.com:88/live///244.ts,Germany
30-Disney DE,http://iptv.ndasat.com:88/live///3441.ts,Germany
31-Disney Cine DE,http://iptv.ndasat.com:88/live///3442.ts,Germany
32-Sixx,http://iptv.ndasat.com:88/live///276.ts,Germany
33-Fox DE,http://iptv.ndasat.com:88/live///3425.ts,Germany
34-AXN DE,http://iptv.ndasat.com:88/live///3426.ts,Germany
35-13th Street DE,http://iptv.ndasat.com:88/live///3427.ts,Germany
36-Syfy DE,http://iptv.ndasat.com:88/live///3429.ts,Germany
37-TNT Comedy,http://iptv.ndasat.com:88/live///3431.ts,Germany
38-TNT Serie,http://iptv.ndasat.com:88/live///3432.ts,Germany
39-TNT Film,http://iptv.ndasat.com:88/live///3430.ts,Germany
40-Universal DE,http://iptv.ndasat.com:88/live///3424.ts,Germany
41-Sky Cinema DE,http://iptv.ndasat.com:88/live///161.ts,Germany
42-Sky Cinema 24 DE,http://iptv.ndasat.com:88/live///162.ts,Germany
43-Sky Comedy DE,http://iptv.ndasat.com:88/live///164.ts,Germany
44-Sky Emotion DE,http://iptv.ndasat.com:88/live///165.ts,Germany
45-Sky Action DE,http://iptv.ndasat.com:88/live///163.ts,Germany
46-Sky Atlantic DE,http://iptv.ndasat.com:88/live///168.ts,Germany
47-Sky Arts DE,http://iptv.ndasat.com:88/live///3435.ts,Germany
48-Sky Hits DE,http://iptv.ndasat.com:88/live///166.ts,Germany
49-Sky Krimi,http://iptv.ndasat.com:88/live///3423.ts,Germany
50-Sky Nostalgie,http://iptv.ndasat.com:88/live///3422.ts,Germany
51-Sky Sports News,http://iptv.ndasat.com:88/live///255.ts,Germany
52-Sky Sport 1 DE,http://iptv.ndasat.com:88/live///52.ts,Germany
53-Sky Sport 2 DE,http://iptv.ndasat.com:88/live///53.ts,Germany
54-Sky Bundesliga1 ,http://iptv.ndasat.com:88/live///51.ts,Germany
55-Eurosport DE,http://iptv.ndasat.com:88/live///266.ts,Germany
56-Sport1 DE,http://iptv.ndasat.com:88/live///275.ts,Germany
Discovery DE,http://iptv.ndasat.com:88/live///268.ts,Germany
Family TV DE,http://iptv.ndasat.com:88/live///3428.ts,Germany
History DE,http://iptv.ndasat.com:88/live///3439.ts,Germany
Kinowelt,http://iptv.ndasat.com:88/live///3433.ts,Germany
Motorvision DE,http://iptv.ndasat.com:88/live///3438.ts,Germany
Nat Geo DE,http://iptv.ndasat.com:88/live///1027.ts,Germany
Nat Geo Wild DE,http://iptv.ndasat.com:88/live///1028.ts,Germany
ORF1,http://iptv.ndasat.com:88/live///248.ts,Germany
ORF2,http://iptv.ndasat.com:88/live///249.ts,Germany
Phoenix,http://iptv.ndasat.com:88/live///3421.ts,Germany
Romance TV,http://iptv.ndasat.com:88/live///3434.ts,Germany
Sky Bundesliga2 (MT),http://iptv.ndasat.com:88/live///2291.ts,Germany
Sky Bundesliga3 (MT),http://iptv.ndasat.com:88/live///2292.ts,Germany
Sky Bundesliga4 (MT),http://iptv.ndasat.com:88/live///2293.ts,Germany
Sky Bundesliga5 (MT),http://iptv.ndasat.com:88/live///2294.ts,Germany
Sky Bundesliga6 (MT),http://iptv.ndasat.com:88/live///2295.ts,Germany
