name,ts,attach 
Kanal 4 DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15145.ts~,danemark
Kanal 5 DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15144.ts~,danemark
MTV DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15142.ts~,danemark
National Geographic DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15141.ts~,danemark
Nickelodeon DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15140.ts~,danemark
TLC DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15139.ts~,danemark
TV 2 Bornholm DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15132.ts~,danemark
TV 2 Bornholm HD DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15133.ts~,danemark
TV 2 Charlie DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15137.ts~,danemark
TV 2 DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15131.ts~,danemark
TV 2 Fri DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15129.ts~,danemark
TV 2 Fyn DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15128.ts~,danemark
TV 2 HD DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15127.ts~,danemark
TV 2 Lorry DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15126.ts~,danemark
TV 2 Midt Vest DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15125.ts~,danemark
TV 2 News DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15124.ts~,danemark
TV 2 Nord DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15136.ts~,danemark
TV 2 SD  DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15123.ts~,danemark
TV 2 Sport DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15135.ts~,danemark
TV 2 Syd DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15122.ts~,danemark
TV 2 Zulu DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15121.ts~,danemark
TV 2 Zulu HD DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15134.ts~,danemark
TV3  DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15115.ts~,danemark
TV3 Danmark DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15119.ts~,danemark
TV3 Max DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15116.ts~,danemark
TV3 Puls DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15118.ts~,danemark
TV3 Sport DK~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15117.ts~,danemark
FEM FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15511.ts~,Finland
Jim FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15510.ts~,Finland
Liv FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15509.ts~,Finland
MTV 3 HD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15508.ts~,Finland
MTV Fakta FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15507.ts~,Finland
MTV Junior FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15506.ts~,Finland
MTV Leffa FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15505.ts~,Finland
N4 Iceland HD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15504.ts~,Finland
Nelonen FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15503.ts~,Finland
Nelonen Maailma FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15502.ts~,Finland
Nelonen Prime FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15501.ts~,Finland
Ruutu  Lapset FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15500.ts~,Finland
Sub. FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15499.ts~,Finland
TV7 Finland FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15498.ts~,Finland
TV7 Plus! FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15497.ts~,Finland
Yle 1 FHD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15494.ts~,Finland
Yle 2 FHD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15493.ts~,Finland
Yle TV 1 FHD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15492.ts~,Finland
YLE TV 1 FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15496.ts~,Finland
Yle TV 2 FHD FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15491.ts~,Finland
YLE TV 2 FI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15495.ts~,Finland
4 Fun Dance~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12922.ts~,Poland
4 Fun Gold~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12921.ts~,Poland
4Fun TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12920.ts~,Poland
Active Family~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12919.ts~,Poland
ADVENTURE HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12918.ts~,Poland
ALE KINO~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12917.ts~,Poland
ANIMAL PLANET~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12916.ts~,Poland
AXN Black~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12915.ts~,Poland
AXN SPIN HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12914.ts~,Poland
AXN White~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12913.ts~,Poland
Baby TV HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12912.ts~,Poland
BBC EARTH~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12911.ts~,Poland
BBC HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12910.ts~,Poland
BOOMERANG~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12909.ts~,Poland
CANAL   HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12905.ts~,Poland
CANAL  DISCOVERY HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12908.ts~,Poland
CANAL  FAMILY~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12907.ts~,Poland
CANAL  FILM~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12906.ts~,Poland
CANAL  SERIALE~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12904.ts~,Poland
CANAL  SPORT~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12903.ts~,Poland
CANAL  SPORT 2~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12902.ts~,Poland
CBS Action~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12901.ts~,Poland
CBS Reality~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12900.ts~,Poland
CC Family~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12899.ts~,Poland
CINEMAX~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12898.ts~,Poland
Cinemax2 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12897.ts~,Poland
COMEDY CENTRAL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12896.ts~,Poland
Da Vinci Learning~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12895.ts~,Poland
Discovery HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12894.ts~,Poland
Discovery Historia~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12893.ts~,Poland
DISCOVERY SCIENCE~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12892.ts~,Poland
DISCOVERY TURBO XTRA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12891.ts~,Poland
Disney HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12890.ts~,Poland
DISNEY Junior~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12889.ts~,Poland
Disney XD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12888.ts~,Poland
DTX~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12887.ts~,Poland
E!~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12886.ts~,Poland
Eleven Sports 1 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12885.ts~,Poland
Eleven Sports 2 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12884.ts~,Poland
Eleven Sports 3 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12883.ts~,Poland
Eleven Sports 4 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12882.ts~,Poland
FIGHT BOX~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12881.ts~,Poland
Filmbox~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12880.ts~,Poland
Filmbox Action~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12879.ts~,Poland
Filmbox Arthouse~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12878.ts~,Poland
Filmbox Family~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12877.ts~,Poland
Filmbox Premium~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12876.ts~,Poland
HBO 2 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12875.ts~,Poland
HBO HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12874.ts~,Poland
HGTV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12873.ts~,Poland
KINO POLSKA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12872.ts~,Poland
KUCHNIA HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12871.ts~,Poland
MINIMINI~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12870.ts~,Poland
MOTORWIZJA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12869.ts~,Poland
MTV POLSKA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12868.ts~,Poland
Nat Geo Wild~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12867.ts~,Poland
NATIONAL GEO~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12866.ts~,Poland
Nick JR~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12865.ts~,Poland
Nickelodeon~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12864.ts~,Poland
nSport~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12863.ts~,Poland
Paramount Channel HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12862.ts~,Poland
Planete  HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12861.ts~,Poland
PLANETE HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12860.ts~,Poland
Polo TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12859.ts~,Poland
Polsat 2~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12858.ts~,Poland
Polsat Cafe HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12857.ts~,Poland
Polsat Film~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12856.ts~,Poland
Polsat HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12855.ts~,Poland
Polsat Jim Jam~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12854.ts~,Poland
Polsat News 2~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12853.ts~,Poland
Polsat Play~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12852.ts~,Poland
Polsat Romance~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12851.ts~,Poland
Polsat Sport Extra HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12850.ts~,Poland
Polsat Sport Fight~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12849.ts~,Poland
Polsat Sport HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12848.ts~,Poland
Polsat Sport News HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12847.ts~,Poland
Polsat Viasat History HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12846.ts~,Poland
Polsat Viasat Nature~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12845.ts~,Poland
Power TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12844.ts~,Poland
Puls 2~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12843.ts~,Poland
Romance TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12842.ts~,Poland
SciFi Universal~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12841.ts~,Poland
Sport Klub~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12840.ts~,Poland
STARS.TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12839.ts~,Poland
Stopklatka TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12838.ts~,Poland
Sundance Tv~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12837.ts~,Poland
Super Polsat~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12836.ts~,Poland
TELETOON~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12835.ts~,Poland
TNT~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12834.ts~,Poland
Travel HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12833.ts~,Poland
TRWAM~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12832.ts~,Poland
TTV HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12831.ts~,Poland
TV 4 HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12830.ts~,Poland
TV PULS HD~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12829.ts~,Poland
TV Republika~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12828.ts~,Poland
TVN~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12827.ts~,Poland
TVN 24 Bis~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12825.ts~,Poland
TVN Siedem~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12824.ts~,Poland
TVN Style~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12823.ts~,Poland
Tvn Turbo~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12822.ts~,Poland
TVP~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12821.ts~,Poland
TVP ABC~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12820.ts~,Poland
TVP HISTORIA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12819.ts~,Poland
TVP INFO~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12818.ts~,Poland
TVP KULTURA~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12817.ts~,Poland
TVP Rozrywka~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12816.ts~,Poland
TVP SERIALE~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12815.ts~,Poland
TVP SPORT~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12814.ts~,Poland
TVP1~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12813.ts~,Poland
TVP2~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12812.ts~,Poland
TVP3~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12811.ts~,Poland
TVS~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12810.ts~,Poland
Ulicha 13~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12809.ts~,Poland
Viva Polska~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12808.ts~,Poland
WP~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12807.ts~,Poland
Zoom TV~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12806.ts~,Poland
PL:Tvn 24~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/12826.ts~,Poland
1 First Kosova AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15329.ts~,Albania
AAB HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15264.ts~,Albania
ABC News AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15340.ts~,Albania
Adria AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15263.ts~,Albania
Alb Action AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15384.ts~,Albania
Alb Action HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15292.ts~,Albania
Alb Anime AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15383.ts~,Albania
Alb Comedy AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15382.ts~,Albania
Alb Film HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15272.ts~,Albania
Alb Folk AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15381.ts~,Albania
Alb Hindi AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15380.ts~,Albania
Alb Hits AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15379.ts~,Albania
Alb Humor 1 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15289.ts~,Albania
Alb Humor 2 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15288.ts~,Albania
Alb Islam AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15378.ts~,Albania
Alb Movie HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15377.ts~,Albania
Alb Music HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15376.ts~,Albania
Alb Popullore AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15375.ts~,Albania
Alb Thriller AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15287.ts~,Albania
Alb UK HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15291.ts~,Albania
Alb Western HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15374.ts~,Albania
Albanian Culture NYC AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15262.ts~,Albania
Albanian TV America AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15261.ts~,Albania
Alsat M AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15256.ts~,Albania
Alsat M HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15426.ts~,Albania
AMOL TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15260.ts~,Albania
Animal Planet HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15259.ts~,Albania
Antena HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15258.ts~,Albania
Apollon AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15342.ts~,Albania
Arta News AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15257.ts~,Albania
AV TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15265.ts~,Albania
Baby TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15330.ts~,Albania
Bang Bang AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15387.ts~,Albania
BB11 Muzik AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15368.ts~,Albania
BBF Musik AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15366.ts~,Albania
BCTV Europe AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15255.ts~,Albania
Burimi TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15284.ts~,Albania
Camel TV HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15254.ts~,Albania
Channel 7 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15253.ts~,Albania
Channel One HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15344.ts~,Albania
City TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15252.ts~,Albania
Click TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15286.ts~,Albania
Club TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15251.ts~,Albania
Cufo TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15385.ts~,Albania
Dasma TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15373.ts~,Albania
Diaspora TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15250.ts~,Albania
Dielli TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15249.ts~,Albania
Digi Gold 1 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15271.ts~,Albania
Digi Gold 2 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15270.ts~,Albania
Digi Gold 3 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15269.ts~,Albania
Digi Gold 4 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15268.ts~,Albania
Digi Gold AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15326.ts~,Albania
Docu Box HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15248.ts~,Albania
Drita TV (Test) AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15247.ts~,Albania
Elbasani News AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15294.ts~,Albania
Elrodi Muzik AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15388.ts~,Albania
Era TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15389.ts~,Albania
Eurosport 1 HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15192.ts~,Albania
Eurosport 2 HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15191.ts~,Albania
Explorer History AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15406.ts~,Albania
Explorer Natyra AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15404.ts~,Albania
Explorer Shkence AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15405.ts~,Albania
FAST AND FUN BOX HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15243.ts~,Albania
FILM 1 HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15246.ts~,Albania
FILM 2 HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15245.ts~,Albania
Film Action AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15418.ts~,Albania
Film Autor AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15417.ts~,Albania
FILM BOX EXTRA HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15242.ts~,Albania
Film Drame AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15416.ts~,Albania
Film Dy HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15415.ts~,Albania
Film Hits AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15414.ts~,Albania
Film Hits Plus 1 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15244.ts~,Albania
Film Junior TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15413.ts~,Albania
Film Kids AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15412.ts~,Albania
Film Komedi AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15411.ts~,Albania
Film Nje HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15410.ts~,Albania
Film Shqip AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15241.ts~,Albania
Film Stinet AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15409.ts~,Albania
Film Thriller AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15408.ts~,Albania
Filma24 HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15295.ts~,Albania
First Channel AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15386.ts~,Albania
Focus TV NYC AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15240.ts~,Albania
Folk Plus AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15369.ts~,Albania
Folklorit TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15371.ts~,Albania
Fox Crime AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15331.ts~,Albania
Fox HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15360.ts~,Albania
Fox Life AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15359.ts~,Albania
Gezuar Me Luginen AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15239.ts~,Albania
GlobiTV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15345.ts~,Albania
In TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15273.ts~,Albania
JUG TV AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15346.ts~,Albania
K Sport 1 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15190.ts~,Albania
K Sport 2 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15189.ts~,Albania
K Sport 3 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15188.ts~,Albania
K Sport 4 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15187.ts~,Albania
Kanali 7 AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15238.ts~,Albania
Kino Action AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15283.ts~,Albania
Kino Dark HD AL~,http://iptv.oneiptv.tv:8080/live/227843730628346/227843730628346/15282.ts~,Albania
